id,type,title,message,target_id,status,severity,created_at,metadata
00f02d1b-8535-4763-bdde-b1c71570b4ec,link_broken,⚠️ Link Roto Detectado: ¡Descubre el Resultado Sorprendente.,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1775669000144-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,750fc6bb-2276-467e-a7fd-4beaeeb0ecb4,pending,warning,2026-04-16 11:14:26.406994+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1775669000144-final.mp4"",""reported_at"":""2026-04-16T11:14:26.362Z""}"
014d73f7-228b-4f6c-87b1-4b901daacdcf,lifecycle_archive,📦 Activo Archivado,El archivo 1774817700893-019ce46b-bedd-7000-95ae-45da44b65c37.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 18:29:51.65361+00,"{""bucket"":""images"",""fileName"":""1774817700893-019ce46b-bedd-7000-95ae-45da44b65c37.jpg"",""archived_at"":""2026-04-24T18:29:51.433Z""}"
019a868c-c177-4bc9-8d51-8e00e44cfb78,lifecycle_archive,📦 Activo Archivado,El archivo 1777327394321-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-05 02:16:54.143171+00,"{""bucket"":""videos"",""fileName"":""1777327394321-final.mp4"",""archived_at"":""2026-05-05T02:16:53.942Z""}"
01b7d1a9-2821-4cc4-bf01-137481269bac,lifecycle_archive,📦 Activo Archivado,El archivo 1777234825831-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-04 20:16:39.481144+00,"{""bucket"":""videos"",""fileName"":""1777234825831-final.mp4"",""archived_at"":""2026-05-04T20:16:39.402Z""}"
0350b1a9-612f-4824-9f0f-75a9ba53b1d4,link_broken,⚠️ Link Roto Detectado: Descentralizando el Control: Cómo mi Aplicación de Gestión de Medios Revoluciona la Libertad de Contenido en la Era Digital #642,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778067866223-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,287400bf-94bf-4c52-9f92-8aa8e57ffa0e,pending,warning,2026-05-11 09:18:39.342444+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1778067866223-final.mp4"",""reported_at"":""2026-05-11T09:18:39.286Z""}"
055e5089-b0e0-45fb-993c-c04d69d040fa,lifecycle_archive,📦 Activo Archivado,El archivo 1774817687021-combined.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-27 12:05:39.149617+00,"{""bucket"":""videos"",""fileName"":""1774817687021-combined.mp4"",""archived_at"":""2026-04-27T12:05:38.896Z""}"
066427a9-e220-455f-b966-d43d354dad99,lifecycle_archive,📦 Activo Archivado,El archivo 1776087197475-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 22:16:03.188659+00,"{""bucket"":""videos"",""fileName"":""1776087197475-final.mp4"",""archived_at"":""2026-05-03T22:16:02.925Z""}"
070eb1fb-e670-4fb9-8be8-5a2abc103907,lifecycle_archive,📦 Activo Archivado,El archivo 1774817663880-019ce3f7-e1c9-7000-9f00-33daa3545afd.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 18:29:49.192611+00,"{""bucket"":""images"",""fileName"":""1774817663880-019ce3f7-e1c9-7000-9f00-33daa3545afd.jpg"",""archived_at"":""2026-04-24T18:29:49.017Z""}"
076961e8-ca45-4261-a642-ea1a9e3c89dc,lifecycle_archive,📦 Activo Archivado,El archivo 1777249179085-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-04 22:16:42.051117+00,"{""bucket"":""videos"",""fileName"":""1777249179085-final.mp4"",""archived_at"":""2026-05-04T22:16:41.816Z""}"
07ae671a-6988-4c93-9e88-2467e638b618,link_broken,⚠️ Link Roto Detectado: ¡Descubre el Secreto para Generar Contenido Viral en YouTube de Forma Gratuita con Inteligencia Artificial.,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1775570988027-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,a9af4e46-6362-494b-9fd2-41795ad4802e,pending,warning,2026-04-16 11:14:27.156355+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1775570988027-final.mp4"",""reported_at"":""2026-04-16T11:14:27.124Z""}"
095a1ac4-225c-455f-ab25-a6cdccad2c30,lifecycle_archive,📦 Activo Archivado,El archivo 1777292103663-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-05 00:16:46.218494+00,"{""bucket"":""videos"",""fileName"":""1777292103663-final.mp4"",""archived_at"":""2026-05-05T00:16:45.965Z""}"
09a5486c-52bc-4a3c-9c99-714c3b64edfd,lifecycle_archive,📦 Activo Archivado,El archivo 1776530300684-019d9f41-d2d0-7000-a772-5226002f0d2b.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 23:06:47.763585+00,"{""bucket"":""images"",""fileName"":""1776530300684-019d9f41-d2d0-7000-a772-5226002f0d2b.jpg"",""archived_at"":""2026-04-24T23:06:47.489Z""}"
0b08b69f-e500-46ca-a40b-b75cf17a3132,link_broken,⚠️ Link Roto Detectado: Neural Nexus: El Amanecer de la Colmena (PROMO OFICIAL),El activo en /media/promo_nexus_final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,0c495e3a-a6f0-4c98-ae68-397e43e8883c,pending,warning,2026-05-30 16:40:35.759297+00,"{""url"":""/media/promo_nexus_final.mp4"",""reported_at"":""2026-05-30T16:40:35.731Z""}"
0bc244c4-f5ae-4f62-8267-cb2e7ff4f2b7,lifecycle_archive,📦 Activo Archivado,El archivo 1774803097503-019d3a48-3737-7000-ab46-1784b1bd8f31.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 17:04:49.5541+00,"{""bucket"":""images"",""fileName"":""1774803097503-019d3a48-3737-7000-ab46-1784b1bd8f31.jpg"",""archived_at"":""2026-04-24T17:04:49.380Z""}"
0c18f339-af79-46f8-a24a-b9db7abc1ad5,link_broken,⚠️ Link Roto Detectado: El Caso Cybertruck: ¿Estrategia Desesperada de Tesla?,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1777037884212-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,9be6a066-486b-4925-9a9a-5721e079fbc0,pending,warning,2026-04-24 13:59:19.495478+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1777037884212-final.mp4"",""reported_at"":""2026-04-24T13:59:19.471Z""}"
0ca72462-7a3e-4af9-bcf2-413bb5c19ff9,link_broken,"⚠️ Link Roto Detectado: Revolucionando la Esperanza: Odablock Impulsa la Lucha contra el Cáncer Infantil con $125k para 5,000 Sesiones de Quimioterapia #195",El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1777984548350-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,eb5a2b6f-122f-4923-be08-51759ffabb26,pending,warning,2026-05-05 22:33:01.763471+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1777984548350-final.mp4"",""reported_at"":""2026-05-05T22:33:01.687Z""}"
0d7afceb-cbeb-48c7-9c5d-5de586e1470b,lifecycle_archive,📦 Activo Archivado,El archivo 1774817799274-019cf732-8de3-7000-869a-d2b00430ec84.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 19:34:46.436215+00,"{""bucket"":""images"",""fileName"":""1774817799274-019cf732-8de3-7000-869a-d2b00430ec84.jpg"",""archived_at"":""2026-04-24T19:34:46.136Z""}"
0de904e6-de7b-4891-b29c-8f3b4b423984,lifecycle_archive,📦 Activo Archivado,El archivo 1774817773538-019cf224-c2dc-7000-aab4-f357caadc034.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 19:34:44.11769+00,"{""bucket"":""images"",""fileName"":""1774817773538-019cf224-c2dc-7000-aab4-f357caadc034.jpg"",""archived_at"":""2026-04-24T19:34:43.852Z""}"
0dea01e8-efb7-4f13-96aa-c44fe1f53b5e,lifecycle_archive,📦 Activo Archivado,El archivo 1777764671982-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-06 02:46:13.013368+00,"{""bucket"":""videos"",""fileName"":""1777764671982-final.mp4"",""archived_at"":""2026-05-06T02:46:12.782Z""}"
0e2ea5f0-fb62-4e8c-9932-b11c0af9b916,lifecycle_archive,📦 Activo Archivado,El archivo 1776638133493-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-04 03:16:20.751837+00,"{""bucket"":""videos"",""fileName"":""1776638133493-final.mp4"",""archived_at"":""2026-05-04T03:16:20.650Z""}"
0e8fc191-ee5d-4e5d-b0a3-cb022d68c001,link_broken,⚠️ Link Roto Detectado: Neural Nexus: El Amanecer de la Colmena (PROMO OFICIAL),El activo en /media/promo_nexus_final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,0c495e3a-a6f0-4c98-ae68-397e43e8883c,pending,warning,2026-05-27 12:23:04.286643+00,"{""url"":""/media/promo_nexus_final.mp4"",""reported_at"":""2026-05-27T12:23:04.201Z""}"
0eccc16a-aa2b-4eff-adf5-1d9098615059,lifecycle_archive,📦 Activo Archivado,El archivo 1774817910377-combined.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-28 11:21:28.871498+00,"{""bucket"":""videos"",""fileName"":""1774817910377-combined.mp4"",""archived_at"":""2026-04-28T11:21:28.738Z""}"
105eda70-bead-4291-80af-ed28fd6a79ef,lifecycle_archive,📦 Activo Archivado,El archivo 1775620153228-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-03 08:15:52.866009+00,"{""bucket"":""videos"",""fileName"":""1775620153228-final.mp4"",""archived_at"":""2026-05-03T08:15:52.626Z""}"
108c9788-2c1b-48ce-858b-f7c41a388b47,lifecycle_archive,📦 Activo Archivado,El archivo 1777782678160-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-07 19:19:50.837489+00,"{""bucket"":""videos"",""fileName"":""1777782678160-final.mp4"",""archived_at"":""2026-05-07T19:19:50.491Z""}"
11729f57-b15f-4d26-bcb9-3ad4cf3a3b30,link_broken,⚠️ Link Roto Detectado: Revolucionando la Industria Alimentaria: El Poder de la Lactofermentación en los Brotes de Bambú Invasivo - Una Nueva Frontera en la Producción Sosten,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779856848123-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,f01bf752-7b43-49e8-91a7-b8fb277505c2,pending,warning,2026-05-27 04:53:06.913719+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779856848123-final.mp4"",""reported_at"":""2026-05-27T04:53:06.258Z""}"
1207ea7d-ce3d-4aec-a732-f41f803f73cf,link_broken,⚠️ Link Roto Detectado: La Revolución del Omni-Core: Cómo Neural Nexus Construyó una IA Inmortal para Dominar el Futuro de la Inteligencia Artificial #760,El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779855126133-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,8a316213-425a-4542-b0cf-a061eeb324dd,pending,warning,2026-05-27 12:23:04.234914+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779855126133-final.mp4"",""reported_at"":""2026-05-27T12:23:04.058Z""}"
129f2e9b-b9da-40f6-9008-4787b6735bed,lifecycle_archive,📦 Activo Archivado,El archivo 1775096577815-019d4b2d-8358-7000-a508-f60161fd3fec.jpg ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-04-24 22:06:46.06444+00,"{""bucket"":""images"",""fileName"":""1775096577815-019d4b2d-8358-7000-a508-f60161fd3fec.jpg"",""archived_at"":""2026-04-24T22:06:45.880Z""}"
13a3c6c3-18da-48df-a0f3-833b248fb477,link_broken,"⚠️ Link Roto Detectado: Revolucionando la Arquitectura Rural: La Casa de Campo con Estacionamiento en Terraza, el Futuro de la Vivienda Sostenible en los Pueblos #682",El activo en https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779043501668-final.mp4 devolvió un error de carga (404/403). La noticia ha sido ocultada automáticamente.,d245ba9c-516b-4ff7-951a-c69380502da1,pending,warning,2026-05-17 19:30:16.059242+00,"{""url"":""https://wsyotripkntaetxxzlkc.supabase.co/storage/v1/object/public/videos/1779043501668-final.mp4"",""reported_at"":""2026-05-17T19:30:16.042Z""}"
14f8cb0d-20f0-4dfb-a528-f03b82a3f6d8,lifecycle_archive,📦 Activo Archivado,El archivo 1777771845921-final.mp4 ha sido movido a Google Drive (Unidad G:) para liberar espacio en Supabase.,,pending,info,2026-05-07 19:19:43.122836+00,"{""bucket"":""videos"",""fileName"":""1777771845921-final.mp4"",""archived_at"":""2026-05-07T19:19:42.841Z""}"
